Username,Tweet
1668183821441957888,b'RT @MichelAdam7__: Anies Baswedan mantap kali.\n\nAnies adalah perpaduan 5 presiden: \nSukarno: orator.\nSuharto: perfeksionis. \nHabibi: cerdas\xe2\x80\xa6'
1668183815934861312,b'RT @HmfaqihA: Sejak kapan Anies Baswedan diangkat jadi Presiden RI ?\nPKS panggil Anies Baswedan dgn sebutan Presiden Republik Indonesia.\nAp\xe2\x80\xa6'
1668183805612675072,b'RT @RomitsuT: Putri Ariani dari kecil sudah dikagumi oleh Anies Baswedan loh mas Ganjar....selama ini kemane saja ? \nKetenaran Putri jangan\xe2\x80\xa6'
1668183778819469312,b'dan mantan Gubernur DKI Jakarta Anies Baswedan.\n#SemuaDukungPrabowo\n#NeruskePakdhe'
1668183778806882305,b'RT @StefanAntonio__: .\n.\nKalau Mas AHY jargonnya S1AP ..\nAnies ini mungkin jargonnya S1AL ya ??!!\n\nSemenjak NasDem mendeklarasikan mendukun\xe2\x80\xa6'
1668183759722811392,"b'RT @Yurissa_Samosir: Putri Ariani Menyanyikan Lagu ""INDONESIA RAYA "" Bersama  Bapak Anies Baswedan dan AHY di Acara Milad PKS https://t.co/\xe2\x80\xa6'"
1668183751539707904,b'RT @golkarpedia: Duet Airlangga Hartarto Dan Anies Baswedan Bakal Jadi Lawan Berat Bagi Prabowo Dan Ganjar\n#airlanggahartarto #airlanggapem\xe2\x80\xa6'
1668183738470264832,b'RT @RomitsuT: Putri Ariani dari kecil sudah dikagumi oleh Anies Baswedan loh mas Ganjar....selama ini kemane saja ? \nKetenaran Putri jangan\xe2\x80\xa6'
1668183729322483712,"b'RT @geloraco: Sudah Terang-terangan, Anies Baswedan Tidak Akan Teruskan Program Presiden Jokowi?\nhttps://t.co/UGNBsdxCrx'"
1668183725107191810,b'RT @Mdy_Asmara1701: Masih belum malu?\n\nPemain Bali United Bangga dan Senang Bisa Bermain di Stadion JIS\nhttps://t.co/ObRE0a7WwZ\n\nHasil IYC\xe2\x80\xa6'
1668183724067020800,"b'RT @Yurissa_Samosir: Putri Ariani Menyanyikan Lagu ""INDONESIA RAYA "" Bersama  Bapak Anies Baswedan dan AHY di Acara Milad PKS https://t.co/\xe2\x80\xa6'"
1668183700721524737,b'Ade menjelaskan ada kenaikan selisih suara jika Prabowo hanya berhadap-hadapan dengan Ganjar dibanding ketika Anies Baswedan ikut bertarung. \n#PrabowoUntukIndonesia #NeruskePakdhe \nPrabowo Subianto'
1668183698427244547,b'RT @P3n99u94t: RIBUAN WARGA NYATAKAN DUKUNGAN UNTUK ANIES BASWEDAN DI GOR CIRACAS....\xe2\x80\xbc\xef\xb8\x8f\n\n#RakyatTolakPemiluTertutup\n#RakyatTolakPemiluTertu\xe2\x80\xa6'
1668183686632857600,b'Prabowo Subianto unggul atas Ganjar Pranowo jika Anies Baswedan gagal mendapatkan tiket maju sebagai calon presiden (capres) di Pilpres 2024. \n#PrabowoUntukIndonesia #NeruskePakdhe \nPrabowo Subianto'
1668183665929764864,"b'RT @RstmBcl: Bagaimana ini Nasdem kader pada ngamuk, kelihatanya tak suka dg mengusung Pak Anies Baswedan\nKan udah nyata Pak @ganjarpranowo\xe2\x80\xa6'"
1668183660967907329,"b'RT @unilubis: Ini media siapa ya? Ngambil konten wawancara saya dg Anies Baswedan, tapi bikin konklusi yang tidak akurat \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/\xe2\x80\xa6'"
1668183654844211200,"b'RT @GeiszChalifah: Anies belum menjadi menteri belum menjadi Gubernur, bukan pejabat negara. 7 penghargaan dunia dia raih.  \nKasih gue pemb\xe2\x80\xa6'"
1668183641246285824,b'RT @RaraLovie: @RurouniKingtuk @aniesbaswedan Sekilas mirip majalah tempo beneran . \nBagi yg blm tau itu adalah hoax dari Neo PKI . \n\nhttps\xe2\x80\xa6'
